Blogs, Tech, Host, Repository, Comment
- [Adam C. Conrad](https://userinterfacing.com/), GeneratePress 
- [Adam Rackis](https://adamrackis.dev/), Gatsby React Hooks, Heroku, , to beverified
- [Angie Jones](http://angiejones.tech/), unknown
- [Angus Croll](https://javascriptweblog.wordpress.com/), WordPress 
- [Aditya Rohilla](https://adityarohilla.com/blog/), WordPress
- [Alan Bi](https://alanbi.com/blog/), React, GitHub Pages, https://github.com/alankbi/alankbi.github.io
- [Alan Chang](https://tcode2k16.github.io/blog/), Hugo, GitHub Pages, https://github.com/tcode2k16, good Hugo theme mini 
- [Alexandru-Paul Copil](https://cpl.li), Hugo, , , good Archie theme
- [Ali Spittel](https://dev.to/aspittel), Ruby on Rails, Dev.to 
- [Amadou Sall](https://www.amadousall.com), Angular,,, he is Augular expert so pbbly
- [Aman Pratap Singh](https://blog.amanpratapsingh.in), site down
- [Amit Chaudhary](https://amitness.com), Jekyll, GitHub Pages,, Minimal Mistakes theme good dev
- [Amit Merchant](https://www.amitmerchant.com/), unknown
- [Andrew Healey](https://healeycodes.com/), Next.js, Vercel, https://github.com/healeycodes/healeycodes.com, minimalist
- [Andy Bell](https://andy-bell.design/), Next on Netlify, , , a ton of hyperlinks
- [Anton Medvedev](https://medv.io), unknown
- [Antonin Januska](https://antjanus.com/), Ruby on Rails, Dev.to,
- [Arun Michael Dsouza](https://arunmichaeldsouza.com), Next on Netlify,, https://github.com/ArunMichaelDsouza/arunmichaeldsouza.com, /blog url down
- [Ata Sanchez](https://atasanchez.com/), site down
- [Avinash](https://avinash.com.np/), unknown
- [Benedikt Meurer](https://benediktmeurer.de/), eleventy, Netlify, https://github.com/bmeurer/benediktmeurer.de, used to be on Jekyll and GitHub Pages
- [Berkhan Berkdemir](https://berkhanberkdemir.com), unknown
- [Brandon Dail](https://aweary.dev/), unknown,,, the blog has only one post
- [Brandon Skerritt](https://skerritt.blog/), Hugo,,, theme PaperMod
- [Bryan Cantrill](http://dtrace.org/blogs/bmc/), WordPress, 
- [Chase McCoy](https://chasem.co/thoughts/), plain html and css,,, impressive how he does not use any framework
- [Chiamaka Ikeanyi](https://chiamakaikeanyi.dev/), unknown
- [Chris Biscardi](https://www.christopherbiscardi.com/), Toast Sector MDX
- [Christopher Olah](http://colah.github.io/),,, https://github.com/colah/colah.github.io
- [Christian Fei](https://christianfei.com/), unknown,,, probably Jekyll judged by his GitHub and theme
- [Colin Cummings](https://colinrcummings.github.io/blog/), Gatsby
- [Dan Abramov](https://overreacted.io/), Gatsby, ,, theme based on Night Owl
- [Daniel Lemay](https://www.dslemay.com/), Gatsby,, https://github.com/entorenee/Portfolio-Site,
- [Daniel Lo Nigro](https://d.sb/blog), C# with ASP.NET Core MVC,, https://github.com/Daniel15/Website, looks very old
- [Darren Jennings](https://guuu.io/), Vuepress, Netlify, https://github.com/darrenjennings/guuu.io
- [Dave Chaney](https://dave.cheney.net), WordPress
- [Dave Geddes](https://gedd.ski/), unknown,,, seems not a personal blog anymore
- [David Walsh](https://davidwalsh.name/), , Media Temple
- [Dean Harris](https://deanacus.com/), Jekyll, Netlify, https://github.com/deanacus/blog
- [Dimitri Do Bairro](https://dimsolution.com/), unknown
- [Dimitrios Lytras](https://dimitrioslytras.com/), Next.js Tailwind Floating-UI MDX Cloudinary, Netlify, , used to be on Gatsby
- [Dimitris Raptis](https://raptis.wtf/blog), unknown
- [Dinesh Pandiyan](https://dineshpandiyan.com/), Keystone Next.js, , https://github.com/flexdinesh/dineshpandiyan.com
- [Don Hamilton III](https://blog.donhamiltoniii.com/), site not working
- [Doğan Uçar](https://www.dogan-ucar.de/category/blog/), WordPress
- [Eduards Sizovs](https://sizovs.net), WordPress,,, judged by UI
- [Eli Bendersky](https://eli.thegreenplace.net),,,, super old blog dates back to 2003
- [Elijah Lynn](https://www.elijahlynn.net/), Gatsby, Netlify
- [Eric Jiang](https://lorderikir.me/blog), site down
- [Eric Pierce](https://eric-pierce.com), Hugo, GitHub Pages, https://github.com/eric-pierce/eric-pierce.github.io, FeelIt theme repo is generated by GitHub Actions
- [Evan Miller](http://www.evanmiller.org/), unknown
- [Farzad YZ](https://farzadyz.com/blog), Next on Netlify,, https://github.com/farskid/farzadyz.com, not confident about the tech stack
- [Fatih Arslan](https://arslan.io), Ghost, Ghost
- [Fatih Kalifa](https://fatihkalifa.com/), Draft.js,,, he built a blog editor from scratch also the site is bilingual
- [Gavin Henderson](https://gavinhenderson.me), Hashnode
- [Georgi Yanev](https://blog.georgi-yanev.com/), Gatsby, Netlify, https://github.com/jumpalottahigh/blog.georgi-yanev.com
- [Gideon Pyzer](https://gideonpyzer.dev/blog/), Hugo, , https://github.com/gidztech/gideonpyzer.dev
- [Glenn Stovall](https://glennstovall.com/), Ghost, Ghost
- [Gokulakrishnan Kalaikovan](https://gokul.site), Next.js,,, the dashboard is built with Next.js
- [Greg Johns](http://www.gregjohns.com/), site down
- [Harry Wolff](https://hswolff.com/), Gatsby,, https://github.com/hswolff/website
- [Hans Gerwitz](https://hans.gerwitz.com/), eleventy, Netlify, https://github.com/hswolff/website, very impressive logs including weekly journal
- [Henrique Dias](https://hacdias.com/), Eagle, , , he built the blogging backend from scratch and writes monthly journal
- [Houssein Djirdeh](https://houssein.me/), plain html, GitHub Pages, https://github.com/housseindjirdeh/housseindjirdeh.github.io, it really looks like a plain html site
- [Hugo Di Francesco](https://codewithhugo.com), unknown,,, he is open about his traffic and income!!! unfortunately he is not using Hugo
- [Huy Nguyen](https://www.huy.dev), WordPress,,, just looks like WordPress
- [Ire Aderinokun](https://bitsofco.de/), unknown
- [Ismail Ghallou](https://smakosh.com/blog/), Gatsby, Vercel, https://github.com/smakosh/smakosh.com
- [J.C. Hiatt](https://jchiatt.com/), Gatsby, , , comes with full video and advocates for VSCode with Vim
- [Jaime González](https://www.barbarianmeetscoding.com/), unknown, Netlify, https://github.com/jakearchibald/jakearchibald.com
- [Jake Archibald](https://jakearchibald.com/), unknown
- [Jake Champion](https://jakechampion.name/), Next.js, Vercel, https://github.com/jakejarvis/jarv.is
- [Jake Jarvis](https://jarv.is/notes/), Next.js Stitches PlanetScale, Vercel, https://github.com/jakejarvis/jarv.is, he moved to Next.js from Hugo
- [James Milner](https://www.loxodrome.io/), site down
- [James Nelson](http://jamesknelson.com/), plain html, , https://github.com/jamesknelson/jamesknelson.com, really looks like plain html
- [Jan-Lukas Else](https://jlelse.blog/), GoBlog,,, he develoepd GoBlog using Go
- [Jared Gorski](https://jaredgorski.org/), unknown
- [Jason Everett](https://www.ijasoneverett.com/), unknown,,, changed sitename to https://www.ijasoneverett.com/
- [Jeff Atwood](https://blog.codinghorror.com/), Ghost, Ghost,, he is the founder of StackOverflow!
- [Jeremy Shaw](https://blog.jeremyshaw.co.nz/), React Hexo, Firebase, https://github.com/puremana/personal-blog
- [Jessie Frazelle](https://blog.jessfraz.com/), unknown,,, she has the best GitHub profile page
- [Jibin Thomas](https://blog.jibin.tech/), Gatsby, Vercel, https://github.com/jibin2706/jibin.tech
- [Jim Filippou](https://jimfilippou.space/), site down
- [Joel Spolsky](https://www.joelonsoftware.com/), WordPress
- [John Reilly](https://blog.johnnyreilly.com/), Docsaurus
- [John Stewart](https://www.johnstewart.io/), site down
- [John Wright Stanly](https://jwstanly.com/blog), React and Next.js froned with AWS serverless backend, CloudFormation, https://github.com/jwstanly/personal-website 
- [Jon Kuperman](https://jonkuperman.com/), Gatsby, Netlify Vercel, https://github.com/jkup/jonkuperman.com
- [Jon Paul Uritis](https://jonpauluritis.com/), unknown
- [Jon Skeet](https://codeblog.jonskeet.uk/), WordPress,,, started since 2005
- [Julia Evans](https://jvns.ca/), unknown
- [Juri Strumpflohner](https://juristr.com/blog),,, https://github.com/juristr/juristr.github.com
- [Justin James](https://digitaldrummerj.me/),,, https://github.com/digitaldrummerj/digitaldrummerj.me
- [Katie McLaughlin](https://glasnt.com/blog/), unknown,, https://github.com/glasnt/glasnt.github.io, maybe plain html very impressive personal profile
- [Kendra Little](https://littlekendra.com/), Hugo, ,, Mainroad theme
- [Kent C. Dodds](https://kentcdodds.com/), a lot, , https://github.com/kentcdodds/kentcdodds.com, pretty impressive site
- [Kevin Berridge](https://www.kevinberridge.com/), Wyam, Firebase, https://github.com/kberridge/kwblog, very rare choice
- [Kevin Hirczy](https://nehalist.io), Gatsby, Ghost,, Haven theme
- [Kevin Jalbert](https://kevinjalbert.com/), Ruby, , https://github.com/kevinjalbert/kevinjalbert.github.io, 
- [Khaled Garbaya](https://khaledgarbaya.net/), Gatsby, Netlify, https://github.com/kevinjalbert/kevinjalbert.github.io
- [Kris Siegel](https://www.krissiegel.com/), unknown
- [Kyle Hall](https://kylehall.io/), site down
- [Kyle Mathews](https://www.bricolage.io/), Gatsby,,, Creator of Gatsby!
- [Kyle Shevlin](https://kyleshevlin.com/), Gatsby, , https://github.com/kyleshevlin/blog
- [Lacy Henschel](https://www.laceyhenschel.com/blog/), Squarespace, Squarespace, 
- [Lauren Tan](https://www.no.lol/), Gatsby, Netlify, https://github.com/poteto/no.lol, be careful with the Rick Roll on her GitHub page
- [Lazarus Lazaridis](https://iridakos.com), unknown, , https://github.com/iridakos/iridakos.github.io
- [Lea Verou](http://lea.verou.me/), WordPress
- [Leo Van](http://leovan.me/), unknown, , https://github.com/leovan/leovan.me, looks like plain html
- [León Castillejos](https://L1Cafe.blog), Jeykyll, ,, he decroated his GitHub timeline as chritsmas trees
- [Lindsey Kopacz](https://www.a11ywithlindsey.com/), Gatsby, , https://github.com/lkopacz/a11y-with-lindsey, she cares about accessibility
- [Lorna Jane](https://lornajane.net/), unknown
- [Luciano Mammino](https://loige.co/), Gatsby, GitHub Pages, https://github.com/lmammino/loige.co
- [Lucy Bain](https://lucybain.com/blog/), Middleman
- [Maddy Miller](https://madelinemiller.dev/blog/), Gatsby
- [Marcy Sutton](https://marcysutton.com/), Gatsby, 
- [Marius Schulz](https://mariusschulz.com), unknown
- [Mark Erikson](https://blog.isquaredsoftware.com/), unknown
- [Marshall Bowers](https://maxdeviant.com/), unknown
- [Mark Luetke](https://luetkemj.github.io/), Gatsby, , https://github.com/luetkemj/luetkemj.github.io
- [Martin Fowler](https://martinfowler.com/), unknown
- [Matt Might](http://matt.might.net/#blog), unknown ,,, he is a professor and has a bio generator
- [Matt Podwysocki](https://mattpodwysocki.github.io/), unknown, , https://github.com/mattpodwysocki/mattpodwysocki.github.io, only 4 posts and not updating
- [Matthias Noback](https://matthiasnoback.nl/), Sculpin
- [Matthieu Cneude](https://web-techno.net/), site down
- [Max Li](https://maxlibin.com/), Gatsby, , https://github.com/maxlibin/maxlibin.com
- [Max Stoiber](https://mxstbr.com/thoughts/), Gatsby, , https://github.com/mxstbr/mxstbr.com
- [Mbithe Nzomo](http://decodegirl.com/), site down
- [Michael Malura](https://malura.de/), unknown,,, My German knowledge pays off here 
- [Mike Behnke](https://kgrz.io/), unknown,,, minimalist
- [Mike Bifulco](https://mike.biful.co/), Next.js, Netlify, https://github.com/mbifulco/blog, he migrated from Gatsby to Next.js
- [Mouse Reeve](https://www.mousereeve.com/), unknown, ,, it makes me dizzy i dont even want to know what is this
- [Mustafa Çalap](https://calap.co/blog), unknown,,, looks abondoned
- [Nate Amack](https://nateamack.com/), Gatsby, Netlify, , daily blog on running
- [Nathanael Beisiegel](https://beisiegel.me/), unknown
- [Nicole Harris](https://whoisnicoleharris.com/), Jekyll, GitHub Pages, https://github.com/nlhkabu/nlhkabu.github.io
- [Nikita Sobolev](https://sobolevn.me/), Ruby Jekyll, GitHub Pages, https://github.com/sobolevn/sobolevn.github.io
- [Olavi Haapala](https://olavihaapala.fi/), Jekyll, GitHub Pages, https://github.com/olpeh/olpeh.github.io
- [Omar Bahareth](https://omar.engineer/), unknown, ,, he has his own wiki
- [Paolo Melchiorre](https://www.paulox.net/), unknown, ,,
- [Paul Hubbard](https://ultracrepidarian.phfactor.net/), Wordpress, self-hosted, 
- [Peter Bengtsson](https://www.peterbe.com/), unknown
- [Peter Thaleikis](https://peterthaleikis.com/), unknown, bringyourownideas.com
- [PC Maffey](https://www.pcmaffey.com/), unknown,,, very artistic
- [Philipp Spiess](https://philippspiess.com/), Next.js,, https://github.com/philipp-spiess/philippspiess.com, boostrapped by create-next-app
- [Rachel Kroll](https://rachelbythebay.com/w/), unknown
- [Rene Rehme](https://renerehme.dev/), Neos, Neos,
- [Reginald Braithwaite](https://raganwald.com/), unknown
- [Richard Shackleton](https://rshackleton.co.uk/), Next.js, ,, bootstraped by create-next-app
- [Rob Dodson](https://robdodson.me/), Nunjucks, , https://github.com/robdodson/robdodson.me
- [Rob Kendal](https://robkendal.co.uk/), Next.js, ,, bootstraped by create-next-app
- [Robin Cannon](https://www.robin-cannon.com/), site down
- [Robin Wieruch](https://www.robinwieruch.de/), unknown
- [Roelof Jan Elsinga](https://roelofjanelsinga.com/articles), unknown
- [Russ Cox](https://research.swtch.com), unknown
- [Sagar Giri](https://girisagar46.github.io/), Pelican, ,, Flex theme
- [Shodipo Ayomide](https://www.shodipoayomide.com/), unknown, ,, used to use Gatsby
- [Sara Soueidan](https://www.sarasoueidan.com/), Eleventy, Netlify, 
- [Sara Winter](https://jsblog.sarawinter.se/), site down
- [Sarah Chima](https://dev.to/sarah_chima), Ruby on Rails, dev.to,
- [Sarah Drasner](https://sarahdrasnerdesign.com/), unknown
- [Sarah Lean](https://www.techielass.com), WordPress, Ghost
- [Scott Hanselman](https://www.hanselman.com/blog/), .NET
- [Scott Helme](https://scotthelme.co.uk/), unknown
- [Sergio Xalambrí](https://sergiodxa.com/), Remix, , https://github.com/sergiodxa/sergiodxa.com, in development
- [Shirley Wu](http://sxywu.com/), unknown
- [Siddharth Kshetrapal](https://sid.studio/blog), site down
- [Simon Gilbert](https://www.simongilbert.net), no https
- [Simon Willison](https://simonwillison.net/), Django,, https://github.com/simonw/simonwillisonblog
- [Soledad Penadés](https://soledadpenades.com/), unknown, ,, "almost literally handcrafted"
- [Sophie Alpert](https://sophiebits.com/), Jekyll, , https://github.com/sophiebits/blog
- [Surya Dantuluri](https://blog.suryad.com/), site down
- [Susie Lu](https://susielu.com/), Kirby
- [Tania Rascia](https://www.taniarascia.com/), Gatsby, Netlify, https://github.com/taniarascia/taniarascia.com, elegant design
- [Tanner Linsley](https://tannerlinsley.com/), unknown
- [Terin Stock](https://terinstock.com), Hugo, , https://github.com/terinjokes/terinstock.com
- [Thomas Hunter II](https://thomashunter.name), unknown
- [Thomas Kekeisen](https://thomaskekeisen.de/en/blog/archive/), unknown
- [Tiffany R. White Blog](https://tiffanywhite.dev/), unknown
- [Tiger Oakes](https://tigeroakes.com/posts/), Astro, Netlify, https://github.com/NotWoods/tigeroakes.com
- [TK](http://leandrotk.github.io/), unkown,, https://github.com/imteekay/leandrotk.github.io, url changed
- [Toma Nistor](https://tomanistor.com/blog), Hugo, , https://github.com/tomanistor/tomanistor.com
- [Tony Xu](https://tonyxu.io), Hugo, , https://github.com/tonyxu-io/tonyxu.io, bilingual content and vlog
- [Travis Bumgarner](https://blog.travisbumgarner.com/), site down
- [Trevor Harmon](https://thetrevorharmon.com/), Gatsby, Netlify, https://github.com/thetrevorharmon/thetrevorharmon.com
- [Troy Hunt](https://www.troyhunt.com/), WordPress, Ghost
- [Victor Gosse](https://code-trotter.com/web/), , Netlify, https://github.com/VictorGosse/code-trotter
- [Victoria Dev](https://victoria.dev/), Hugo, GitHub Pages, https://github.com/victoriadrake/victoriadrake.github.io, she uses a lot of automation
- [Walker Frederick](https://walkerfrederick.com/), site down
- [Yegor Bugayenko](https://www.yegor256.com/), Jekyll, GitHub Pages, https://github.com/yegor256/blog
- [Yomesh Gupta](https://devtools.tech/), unknown,,, not a personal blog but great resources for frontend interviews
- [Zero Cho](https://itsze.ro/blog), writefreely,,, bilingual content and he writes about learning to pilot a plane
- [Zafar Khodjaev](https://zaff.netlify.com/), Gatsby, 
- [Tigran Hakobyan](https://tik.dev), unknown

